id,product_name,buy_date,buy_price,gender,expiration_date,bought_id,sell_date,sell_price
748,Juice - Ocean Spray Cranberry,5/20/2022,$38.57,Non-binary,1/26/2022,1.024431341,7/6/2022,$0.93
749,"Juice - Pineapple, 341 Ml",10/27/2021,$54.15,Female,7/10/2022,0.1685459512,10/4/2021,$29.32
750,Celery,4/10/2022,$37.65,Male,3/21/2022,0.5015201942,3/1/2022,$38.02
751,"Cheese - Havarti, Roasted Garlic",12/19/2021,$22.83,Female,7/20/2022,0.4247982514,11/19/2021,$92.72
752,Scrubbie - Scotchbrite Hand Pad,11/17/2021,$27.15,Female,12/28/2021,1.9037226527,8/28/2021,$65.40
753,Tuna - Salad Premix,1/5/2022,$4.09,Female,1/16/2022,0.1576443729,6/14/2022,$98.83
754,Pork - Ground,10/17/2021,$78.39,Female,9/7/2021,0.3253068461,7/26/2021,$31.00
755,"Syrup - Monin, Amaretta",11/2/2021,$70.92,Female,5/26/2022,1.5202524103,5/9/2022,$39.42
756,Flower - Commercial Spider,9/8/2021,$70.93,Female,9/26/2021,0.3503134978,7/21/2022,$36.82
757,"Lettuce - Romaine, Heart",5/4/2022,$67.12,Female,8/26/2021,1.5269073973,6/30/2022,$62.19
758,"Vinegar - Balsamic, White",9/18/2021,$57.21,Genderqueer,8/17/2021,0.5281729674,1/25/2022,$62.95
759,Oil - Coconut,7/16/2022,$65.36,Male,12/29/2021,1.865868028,10/3/2021,$78.32
760,Wine - Crozes Hermitage E.,8/14/2021,$34.59,Female,9/11/2021,1.5892035788,11/3/2021,$91.74
761,"Shrimp - 16/20, Peeled Deviened",8/5/2021,$49.60,Female,8/28/2021,0.2013495444,12/20/2021,$98.82
762,"Tart Shells - Sweet, 2",8/5/2021,$3.05,Male,8/30/2021,0.5088470116,1/4/2022,$84.21
763,Wine - Zinfandel Rosenblum,5/17/2022,$93.93,Female,10/5/2021,1.1728177427,5/31/2022,$48.27
764,"Pasta - Elbows, Macaroni, Dry",4/2/2022,$76.79,Female,10/4/2021,0.2075481889,1/21/2022,$29.63
765,"Wine - White, Schroder And Schyl",7/19/2022,$18.20,Female,12/21/2021,0.501358708,12/19/2021,$22.01
766,Ecolab - Lime - A - Way 4/4 L,9/21/2021,$32.02,Male,2/25/2022,0.0903979635,2/17/2022,$83.58
767,Okra,4/25/2022,$80.88,Female,5/6/2022,0.1471005821,1/13/2022,$2.23
768,"Juice - Cranberry, 341 Ml",2/10/2022,$96.93,Female,4/6/2022,0.1562694892,4/3/2022,$22.65
769,Bread - Sour Sticks With Onion,6/12/2022,$1.27,Male,5/13/2022,1.7411173743,12/17/2021,$83.61
770,Sauce - Hp,12/20/2021,$84.66,Male,2/19/2022,3.0668000291,6/28/2022,$44.57
771,Energy Drink - Franks Pineapple,1/19/2022,$88.80,Male,12/15/2021,2.0653828074,6/4/2022,$94.10
772,Soup - Campbells Pasta Fagioli,12/19/2021,$5.79,Male,10/16/2021,1.0342059886,7/19/2022,$71.25
773,Flower - Daisies,6/20/2022,$93.57,Male,8/21/2021,0.99456817,7/9/2022,$41.02
774,Sausage - Andouille,6/9/2022,$74.97,Male,4/10/2022,6.1626115173,12/27/2021,$81.75
775,Cut Wakame - Hanawakaba,5/23/2022,$87.31,Female,7/5/2022,0.6712355672,1/17/2022,$69.27
776,Buffalo - Short Rib Fresh,8/29/2021,$43.97,Bigender,10/9/2021,0.7253812157,10/16/2021,$96.82
777,Shrimp - 31/40,8/20/2021,$25.63,Female,11/17/2021,0.0089842072,8/1/2021,$33.76
778,Tea - Vanilla Chai,9/2/2021,$4.98,Female,2/22/2022,0.162403086,1/9/2022,$98.60
779,"Pasta - Tortellini, Fresh",6/14/2022,$41.35,Genderqueer,3/3/2022,0.7071930894,4/6/2022,$43.13
780,"Oil - Shortening,liqud, Fry",3/31/2022,$39.41,Male,4/22/2022,0.0264874088,6/18/2022,$44.79
781,"Veal - Inside, Choice",1/24/2022,$47.84,Agender,7/4/2022,2.5517550849,9/16/2021,$19.80
782,Wine - Vouvray Cuvee Domaine,9/7/2021,$69.85,Male,5/4/2022,1.5829501545,2/5/2022,$6.21
783,"Cheese - Brie, Cups 125g",8/15/2021,$41.31,Female,8/24/2021,0.153791972,8/28/2021,$23.01
784,Oil - Safflower,1/11/2022,$93.83,Male,8/12/2021,0.443604161,11/21/2021,$44.22
785,Bar Special K,1/14/2022,$92.01,Genderqueer,9/20/2021,0.1846283283,4/17/2022,$18.65
786,Tea - Herbal Orange Spice,5/8/2022,$7.79,Male,9/16/2021,0.6155968683,6/11/2022,$83.84
787,Browning Caramel Glace,5/11/2022,$52.90,Male,1/2/2022,0.9512873923,4/1/2022,$68.71
788,Garbage Bags - Clear,7/26/2021,$49.72,Male,3/13/2022,0.4671917286,10/29/2021,$36.64
789,Apple - Macintosh,5/11/2022,$30.11,Male,12/1/2021,0.9487867787,8/10/2021,$82.75
790,"Bread - Rolls, Rye",1/1/2022,$79.54,Polygender,6/24/2022,1.4357168822,9/25/2021,$65.22
791,Sage Derby,5/8/2022,$4.91,Male,1/29/2022,0.1141759984,6/12/2022,$31.75
792,Slt - Individual Portions,6/25/2022,$53.16,Male,1/4/2022,0.0676621019,7/4/2022,$56.07
793,Cocoa Butter,5/21/2022,$38.12,Male,10/17/2021,2.1780289138,5/29/2022,$93.69
794,Yokaline,1/23/2022,$65.89,Female,6/13/2022,1.5556116699,5/28/2022,$64.99
795,Sauce - Fish 25 Ozf Bottle,4/6/2022,$16.03,Female,8/22/2021,0.7410592932,1/2/2022,$49.61
796,Wine - Cotes Du Rhone Parallele,10/12/2021,$95.58,Female,12/18/2021,0.5942436377,2/11/2022,$85.80
797,Beef - Tenderloin,7/14/2022,$31.15,Male,10/27/2021,0.3739443956,9/4/2021,$53.74
798,"Juice - Orange, Concentrate",10/28/2021,$44.11,Female,8/23/2021,1.0611912364,1/31/2022,$37.51
799,"Wine - White, Concha Y Toro",2/19/2022,$7.96,Female,2/22/2022,2.8416605331,8/23/2021,$59.15
800,Appetizer - Chicken Satay,4/12/2022,$63.36,Male,6/10/2022,0.6045595921,10/13/2021,$63.98
801,Longos - Chicken Curried,10/6/2021,$78.74,Female,2/11/2022,0.0407072103,6/6/2022,$11.07
802,Pickle - Dill,12/9/2021,$73.98,Female,8/13/2021,0.9775495047,2/23/2022,$45.94
803,Flower - Commercial Bronze,3/19/2022,$62.76,Male,10/29/2021,0.0669471834,3/30/2022,$51.12
804,"Mushroom - Trumpet, Dry",5/17/2022,$53.97,Female,7/21/2022,1.726873041,10/6/2021,$71.75
805,Wine - Peller Estates Late,4/20/2022,$82.05,Female,12/28/2021,0.3789332628,8/15/2021,$98.07
806,Cheese - Cambozola,12/20/2021,$20.20,Male,4/3/2022,0.9856864846,7/19/2022,$44.44
807,Cake - Sheet Strawberry,8/17/2021,$11.10,Female,9/1/2021,0.0464401666,12/21/2021,$75.68
808,Bread - Multigrain Oval,1/4/2022,$37.61,Female,9/7/2021,0.90961306,10/8/2021,$22.10
809,"Halibut - Whole, Fresh",4/5/2022,$24.34,Male,5/17/2022,1.6026668363,6/26/2022,$69.38
810,Squid - Breaded,12/13/2021,$57.50,Male,7/24/2021,0.246591931,11/13/2021,$72.39
811,Wine - Trimbach Pinot Blanc,4/23/2022,$19.16,Female,5/4/2022,0.3973154807,4/10/2022,$25.21
812,"Juice - Grape, White",7/28/2021,$42.55,Male,11/17/2021,0.2056085719,1/6/2022,$72.81
813,"Yeast - Fresh, Fleischman",4/2/2022,$96.48,Female,9/22/2021,0.6984230514,5/11/2022,$73.27
814,Salt - Seasoned,12/8/2021,$39.70,Polygender,6/26/2022,2.4712579019,11/13/2021,$4.78
815,Cheese - Asiago,5/16/2022,$63.23,Female,6/1/2022,0.1423558469,5/29/2022,$15.35
816,Lettuce - Frisee,10/21/2021,$85.11,Female,9/5/2021,2.299928571,10/5/2021,$63.67
817,"Doilies - 7, Paper",8/17/2021,$95.93,Male,11/28/2021,0.5377772843,6/29/2022,$96.65
818,Bar - Sweet And Salty Chocolate,2/4/2022,$40.21,Female,8/17/2021,0.138019568,11/27/2021,$47.85
819,Nectarines,2/17/2022,$62.80,Male,3/2/2022,2.5038674271,5/15/2022,$54.12
820,Vol Au Vents,8/19/2021,$31.87,Male,5/4/2022,0.4743998471,1/14/2022,$37.90
821,Soup - Campbells Asian Noodle,5/3/2022,$91.56,Male,1/4/2022,0.3434336189,4/1/2022,$46.71
822,Wine - Clavet Saint Emilion,10/15/2021,$69.17,Female,1/10/2022,1.707912862,8/24/2021,$74.51
823,Coffee - Decafenated,7/1/2022,$58.16,Male,3/5/2022,0.4538351692,6/3/2022,$94.50
824,Strawberries - California,5/10/2022,$52.47,Male,6/7/2022,1.4843455079,9/12/2021,$61.34
825,Tea Leaves - Oolong,8/6/2021,$64.24,Female,6/8/2022,0.5185972142,11/25/2021,$15.50
826,Milk Powder,3/12/2022,$21.48,Male,6/17/2022,0.2000148334,6/14/2022,$5.95
827,Thyme - Fresh,12/31/2021,$85.06,Non-binary,6/17/2022,1.6196099034,12/19/2021,$89.06
828,Beans - Wax,5/8/2022,$27.82,Male,6/29/2022,0.3053965654,5/9/2022,$12.53
829,"Radish - Black, Winter, Organic",11/10/2021,$31.33,Male,5/19/2022,0.3600126124,6/14/2022,$69.38
830,"Veal - Round, Eye Of",1/6/2022,$9.54,Female,3/7/2022,1.4906905684,1/28/2022,$45.64
831,Chicken - Whole Roasting,2/19/2022,$29.53,Male,7/10/2022,0.5207648573,7/4/2022,$54.94
832,Ham - Black Forest,2/1/2022,$77.03,Male,9/4/2021,2.4451502914,7/14/2022,$96.35
833,Energy Drink Red Bull,5/14/2022,$50.96,Female,2/21/2022,0.0115297677,1/15/2022,$26.27
834,"Pepper - White, Ground",8/16/2021,$34.64,Female,9/3/2021,1.4450845467,5/25/2022,$5.53
835,Creme De Banane - Marie,2/27/2022,$45.50,Female,9/18/2021,2.9659964795,3/3/2022,$87.11
836,Flour - So Mix Cake White,11/2/2021,$91.35,Genderqueer,9/14/2021,0.4210639842,12/12/2021,$56.05
837,Lamb Rack - Ontario,7/29/2021,$17.42,Female,10/20/2021,0.4479480804,1/16/2022,$77.77
838,Wine - Winzer Krems Gruner,12/31/2021,$7.21,Male,1/25/2022,2.6860618299,5/1/2022,$53.19
839,Soup Bowl Clear 8oz92008,3/5/2022,$12.81,Male,3/20/2022,0.2210974223,12/22/2021,$86.13
840,Pork - Backs - Boneless,12/10/2021,$87.42,Male,7/19/2022,1.1016793888,10/24/2021,$42.72
841,Muffin - Mix - Creme Brule 15l,7/20/2022,$98.77,Genderfluid,2/26/2022,0.0664461639,5/15/2022,$24.06
842,Cake - Miini Cheesecake Cherry,1/2/2022,$69.27,Female,12/24/2021,0.2001129913,1/14/2022,$27.50
843,Beer - True North Strong Ale,9/11/2021,$96.99,Male,9/2/2021,0.1196257747,7/9/2022,$4.57
844,"Onions - Dried, Chopped",12/31/2021,$7.44,Male,1/25/2022,1.3686559654,12/30/2021,$27.29
845,"Wine - Red, Lurton Merlot De",10/13/2021,$20.43,Male,6/15/2022,1.4389434861,3/3/2022,$50.42
846,"Basil - Primerba, Paste",8/12/2021,$26.97,Male,3/16/2022,0.3381856554,11/5/2021,$73.73
847,Calypso - Strawberry Lemonade,2/28/2022,$43.83,Female,10/23/2021,0.6201951093,11/29/2021,$9.29
848,Goulash Seasoning,8/9/2021,$71.12,Female,9/21/2021,0.9721108959,7/7/2022,$11.17
849,Wine - Vineland Estate Semi - Dry,9/1/2021,$19.92,Male,8/7/2021,3.6402717624,5/9/2022,$56.93
850,Red Cod Fillets - 225g,4/23/2022,$60.73,Female,4/23/2022,0.4446916932,9/30/2021,$54.95
851,"Syrup - Monin, Swiss Choclate",6/19/2022,$75.26,Female,12/15/2021,0.8371288439,4/15/2022,$24.58
852,"Soup - Beef Conomme, Dry",4/6/2022,$32.76,Male,8/24/2021,1.4417529237,11/22/2021,$96.59
853,Filling - Mince Meat,4/28/2022,$30.44,Female,3/19/2022,0.9951105463,2/16/2022,$71.49
854,Steampan - Half Size Shallow,7/10/2022,$57.80,Male,4/25/2022,0.0471958607,12/6/2021,$61.04
855,Garlic,6/11/2022,$99.13,Male,8/29/2021,1.0833179873,10/19/2021,$47.56
856,Bread Foccacia Whole,6/28/2022,$71.52,Female,4/17/2022,0.4362928728,2/8/2022,$23.63
857,Sauce - Oyster,12/25/2021,$90.01,Female,6/16/2022,0.1639219252,11/9/2021,$1.69
858,Table Cloth 62x120 White,2/4/2022,$17.47,Female,10/14/2021,0.3885094594,4/1/2022,$80.87
859,Wine - Wyndham Estate Bin 777,4/17/2022,$99.62,Agender,11/30/2021,0.0864413233,10/11/2021,$84.05
860,"Oranges - Navel, 72",7/17/2022,$6.10,Male,10/3/2021,1.5819281369,9/4/2021,$12.99
861,Otomegusa Dashi Konbu,7/19/2022,$81.83,Male,5/26/2022,1.0458714021,2/5/2022,$93.94
862,"Quail - Whole, Boneless",1/11/2022,$48.84,Male,7/29/2021,0.2760322101,6/11/2022,$15.75
863,Pumpkin,2/7/2022,$64.88,Male,5/26/2022,1.1067210914,2/28/2022,$73.19
864,Island Oasis - Raspberry,1/20/2022,$24.20,Male,11/20/2021,1.984282853,4/17/2022,$62.97
865,Glaze - Clear,6/12/2022,$60.43,Male,9/6/2021,1.2553543811,3/25/2022,$9.26
866,"Cod - Salted, Boneless",5/20/2022,$39.22,Female,7/5/2022,0.8049730821,8/24/2021,$7.02
867,Cake - Pancake,9/19/2021,$52.11,Female,3/29/2022,1.6786233593,8/2/2021,$11.88
868,"Vodka - Lemon, Absolut",2/26/2022,$70.20,Female,9/5/2021,0.4289643598,1/23/2022,$53.79
869,Rice - Brown,11/17/2021,$41.18,Male,1/6/2022,0.8252868713,11/30/2021,$25.96
870,Wine - Chateauneuf Du Pape,9/1/2021,$90.16,Male,9/2/2021,0.3607436425,1/16/2022,$98.75
871,Sugar - Cubes,3/6/2022,$26.92,Female,5/23/2022,0.4445018479,7/17/2022,$92.89
872,Crab - Meat,10/13/2021,$64.58,Female,11/3/2021,0.6553356247,5/2/2022,$26.93
873,Wine - Guy Sage Touraine,7/30/2021,$97.65,Male,10/1/2021,2.269084443,4/6/2022,$24.71
874,"Coke - Classic, 355 Ml",6/28/2022,$41.64,Male,9/4/2021,1.1967813226,10/3/2021,$76.86
875,"Crab - Dungeness, Whole",6/20/2022,$4.06,Male,12/8/2021,0.0234795608,10/18/2021,$46.23
876,"Nestea - Ice Tea, Diet",2/27/2022,$26.38,Female,11/10/2021,1.0568672375,5/26/2022,$22.71
877,Orange Roughy 4/6 Oz,12/30/2021,$83.74,Agender,1/11/2022,4.5865483522,7/10/2022,$8.82
878,Vinegar - Sherry,9/15/2021,$98.30,Male,3/28/2022,0.0045000631,6/22/2022,$15.86
879,"Juice - Pineapple, 48 Oz",12/23/2021,$87.68,Female,7/10/2022,1.0499606485,8/9/2021,$38.14
880,Water - Green Tea Refresher,7/30/2021,$86.17,Male,4/8/2022,2.2315541067,7/20/2022,$14.66
881,Sprouts - Onion,7/25/2021,$59.44,Female,12/6/2021,1.145189996,11/11/2021,$69.81
882,Mustard Prepared,1/19/2022,$91.64,Male,4/20/2022,0.0786052613,6/20/2022,$63.08
883,Salmon Steak - Cohoe 6 Oz,3/2/2022,$81.89,Male,3/13/2022,0.9505156148,9/26/2021,$57.89
884,Cheese - Cheddarsliced,8/10/2021,$52.08,Female,12/28/2021,0.1555071514,9/23/2021,$37.03
885,Carbonated Water - Blackberry,1/19/2022,$35.61,Male,6/7/2022,1.6686563768,1/8/2022,$74.63
886,"Sprite, Diet - 355ml",5/28/2022,$51.47,Male,4/22/2022,1.2747352958,1/12/2022,$8.51
887,Flour Dark Rye,12/19/2021,$53.81,Male,7/1/2022,1.4194458602,7/22/2022,$14.89
888,The Pop Shoppe - Grape,1/10/2022,$26.12,Male,12/26/2021,1.0928458676,2/11/2022,$22.09
889,"Coke - Diet, 355 Ml",7/27/2021,$39.79,Male,5/17/2022,0.1152699898,12/6/2021,$51.55
890,Chervil - Fresh,4/15/2022,$27.76,Male,5/22/2022,3.1917742463,8/30/2021,$61.01
891,Sterno - Chafing Dish Fuel,7/8/2022,$38.52,Male,10/7/2021,1.017943261,2/6/2022,$59.58
892,Lettuce - Red Leaf,3/11/2022,$0.10,Female,1/18/2022,2.7809358909,2/19/2022,$16.32
893,Steampan - Half Size Shallow,3/10/2022,$81.28,Genderfluid,9/19/2021,0.0956173468,7/31/2021,$42.30
894,Kellogs Special K Cereal,8/22/2021,$15.66,Male,8/14/2021,0.2631422905,10/7/2021,$53.51
895,Venison - Striploin,1/27/2022,$43.50,Female,5/20/2022,0.0427965337,7/22/2022,$67.17
896,Kolrabi,6/8/2022,$31.99,Male,8/19/2021,0.0745721805,7/28/2021,$60.50
897,Flour - Rye,7/13/2022,$63.99,Male,10/19/2021,0.2693119973,11/30/2021,$49.97
898,Wild Boar - Tenderloin,3/19/2022,$85.12,Female,1/6/2022,0.2817482489,1/10/2022,$89.28
899,Juice - Happy Planet,11/16/2021,$80.37,Male,12/29/2021,0.8420209394,7/6/2022,$54.98
900,"Chocolate - Semi Sweet, Calets",8/29/2021,$83.18,Male,3/21/2022,4.7875099617,10/17/2021,$61.44
901,Silicone Paper 16.5x24,8/20/2021,$19.84,Male,12/8/2021,0.6116864665,4/17/2022,$26.57
902,Spinach - Packaged,3/16/2022,$37.54,Male,4/20/2022,0.4901174395,7/19/2022,$85.55
903,Water Chestnut - Canned,4/27/2022,$84.46,Male,11/13/2021,0.1929632572,1/23/2022,$24.07
904,Beef - Diced,6/19/2022,$40.33,Male,8/5/2021,0.7426760398,12/18/2021,$79.33
905,Truffle Cups - Red,9/29/2021,$94.75,Female,6/4/2022,1.3600379794,11/13/2021,$95.37
906,The Pop Shoppe Pinapple,10/13/2021,$24.07,Polygender,10/30/2021,0.3908471763,10/1/2021,$90.16
907,Raspberries - Fresh,8/21/2021,$75.82,Male,6/25/2022,1.0692361088,1/23/2022,$96.57
908,"Bread - Rolls, Rye",12/12/2021,$1.15,Male,3/1/2022,0.374390856,7/28/2021,$61.87
909,Kiwi Gold Zespri,1/26/2022,$88.45,Male,11/5/2021,1.0773340031,10/20/2021,$18.95
910,Chips - Assorted,10/17/2021,$52.75,Male,12/11/2021,1.9160276521,10/16/2021,$16.80
911,Liquid Aminios Acid - Braggs,6/20/2022,$35.68,Female,2/23/2022,4.3085385453,12/21/2021,$60.80
912,Appetizer - Cheese Bites,3/3/2022,$25.78,Female,12/27/2021,0.3201459544,7/24/2021,$44.31
913,Grapes - Black,10/5/2021,$85.71,Female,12/19/2021,0.9961468719,4/6/2022,$90.63
914,Sage - Fresh,5/28/2022,$17.42,Female,4/20/2022,0.5288346087,7/1/2022,$13.63
915,Sea Bass - Fillets,3/20/2022,$43.55,Male,10/23/2021,1.1319365033,4/25/2022,$98.10
916,Chutney Sauce,4/17/2022,$74.85,Female,1/13/2022,0.9266106306,2/9/2022,$69.81
917,Savory,7/25/2021,$33.96,Female,10/17/2021,0.3607112272,8/26/2021,$70.57
918,Bacardi Raspberry,2/8/2022,$32.87,Male,10/7/2021,2.1133616928,10/31/2021,$44.51
919,Shrimp - Black Tiger 6 - 8,6/2/2022,$5.88,Genderqueer,4/25/2022,0.9149572647,9/8/2021,$9.82
920,Vinegar - Tarragon,11/13/2021,$54.12,Genderfluid,10/6/2021,0.7226067312,12/20/2021,$48.19
921,Pineapple - Regular,11/4/2021,$27.59,Female,5/16/2022,0.4795146352,7/5/2022,$5.27
922,"Juice - Grape, White",6/11/2022,$8.64,Female,7/23/2021,0.4552238701,9/28/2021,$73.30
923,Wine - Magnotta - Bel Paese White,3/12/2022,$79.00,Male,1/10/2022,0.4385022637,3/30/2022,$76.77
924,"Bread - Sticks, Thin, Plain",11/25/2021,$28.06,Female,8/21/2021,0.3770835287,6/13/2022,$75.30
925,Wine - Magnotta - Cab Franc,10/21/2021,$61.32,Female,3/5/2022,0.5940982263,7/8/2022,$9.08
926,Smirnoff Green Apple Twist,12/5/2021,$18.70,Male,8/5/2021,1.3000326107,4/21/2022,$23.63
927,Fruit Salad Deluxe,7/24/2021,$16.31,Female,11/17/2021,1.0282619717,4/29/2022,$57.86
928,Nutmeg - Ground,3/21/2022,$73.69,Female,11/12/2021,0.149764987,2/24/2022,$13.25
929,Wine - Ej Gallo Sonoma,3/18/2022,$96.92,Male,8/13/2021,0.8344475625,10/23/2021,$60.19
930,Cheese - Swiss,12/10/2021,$43.97,Genderqueer,11/2/2021,0.923765036,2/27/2022,$68.03
931,Island Oasis - Lemonade,11/19/2021,$95.14,Male,10/12/2021,1.3749703885,8/15/2021,$48.35
932,Muffin Mix - Morning Glory,3/4/2022,$26.00,Male,9/4/2021,1.220015111,12/29/2021,$19.59
933,Pepper - Jalapeno,7/24/2021,$86.81,Female,6/23/2022,0.0509790964,8/29/2021,$24.67
934,Mince Meat - Filling,2/3/2022,$71.40,Female,1/16/2022,0.9628526907,8/16/2021,$93.49
935,Sprouts - Onion,2/28/2022,$76.36,Female,10/27/2021,0.3853967987,7/7/2022,$48.64
936,Wine - Toasted Head,10/3/2021,$16.83,Male,3/26/2022,2.3948648866,4/7/2022,$93.16
937,"Crush - Orange, 355ml",11/23/2021,$97.02,Female,1/3/2022,1.7504950422,9/22/2021,$28.75
938,Chocolate - Chips Compound,2/8/2022,$54.58,Female,3/16/2022,0.1611894013,4/6/2022,$61.81
939,Pimento - Canned,4/3/2022,$14.97,Genderqueer,6/11/2022,1.5061230028,10/5/2021,$67.92
940,Cheese - Cheddar With Claret,12/5/2021,$68.78,Male,11/26/2021,0.0688027963,5/1/2022,$72.95
941,Bread - Hot Dog Buns,1/20/2022,$40.78,Male,6/13/2022,0.0126498869,4/20/2022,$33.52
942,Celery Root,1/23/2022,$76.38,Male,5/10/2022,0.6937908702,11/27/2021,$3.93
943,Pear - Prickly,5/5/2022,$84.14,Male,9/23/2021,0.5346883564,12/31/2021,$24.87
944,Bagel - Everything,4/16/2022,$26.26,Female,8/10/2021,0.6940828556,9/3/2021,$47.64
945,"Shrimp - Baby, Cold Water",12/12/2021,$22.96,Male,10/11/2021,0.1924301126,12/22/2021,$34.06
946,Relish,7/21/2022,$83.60,Female,10/24/2021,2.2731712164,6/29/2022,$48.97
947,Wanton Wrap,12/8/2021,$74.49,Female,9/15/2021,0.4341558801,4/6/2022,$0.18
948,Pork - Ham Hocks - Smoked,4/20/2022,$79.04,Male,10/10/2021,4.1680174348,6/14/2022,$27.97
949,Wine - Red Oakridge Merlot,10/30/2021,$79.78,Female,9/21/2021,1.202874276,2/6/2022,$0.50
950,Chocolate Eclairs,11/24/2021,$78.55,Male,1/26/2022,0.3509692574,9/8/2021,$49.02
951,Flour - Semolina,12/13/2021,$51.81,Male,4/30/2022,0.3036846949,2/9/2022,$1.84
952,Duck - Breast,5/25/2022,$36.79,Male,6/20/2022,0.359200315,12/14/2021,$82.96
953,Chocolate - Dark Callets,5/4/2022,$45.29,Male,11/8/2021,0.2919437374,6/15/2022,$85.46
954,Island Oasis - Banana Daiquiri,11/3/2021,$21.22,Female,6/23/2022,1.7908303754,6/5/2022,$46.37
955,Quiche Assorted,1/18/2022,$45.83,Genderqueer,3/7/2022,2.4218170422,2/20/2022,$5.71
956,Kale - Red,3/30/2022,$11.41,Male,7/1/2022,2.3959876053,8/31/2021,$94.56
957,Lettuce - Boston Bib,9/18/2021,$4.06,Female,6/1/2022,0.1304636566,3/11/2022,$80.76
958,"Pasta - Lasagne, Fresh",2/6/2022,$84.86,Female,11/9/2021,1.7939204795,1/11/2022,$7.51
959,Gooseberry,10/20/2021,$20.77,Female,8/11/2021,0.2652920347,3/29/2022,$8.28
960,Otomegusa Dashi Konbu,11/30/2021,$14.97,Female,4/17/2022,2.1916635665,6/4/2022,$46.70
961,"Lemonade - Black Cherry, 591 Ml",12/28/2021,$91.56,Male,10/25/2021,0.4947322607,4/1/2022,$36.15
962,"Squash - Pattypan, Yellow",5/10/2022,$89.73,Female,12/18/2021,0.038233838,4/21/2022,$37.43
963,Tomatoes - Heirloom,9/7/2021,$5.90,Male,6/13/2022,3.184589694,2/24/2022,$18.65
964,Myers Planters Punch,3/6/2022,$58.04,Female,4/23/2022,0.1275506513,3/29/2022,$68.79
965,Coffee - Dark Roast,10/16/2021,$65.49,Female,8/20/2021,0.182612128,6/24/2022,$96.64
966,Chicken - Soup Base,7/5/2022,$58.00,Female,8/7/2021,3.1112520828,2/10/2022,$23.94
967,Passion Fruit,8/29/2021,$63.23,Genderqueer,8/25/2021,0.9243568135,11/20/2021,$44.40
968,Garlic - Peeled,1/21/2022,$3.70,Female,2/28/2022,0.1197835012,9/2/2021,$86.95
969,Sole - Fillet,5/29/2022,$74.42,Male,6/15/2022,1.3745077039,6/2/2022,$55.20
970,Pastrami,9/8/2021,$86.99,Female,7/31/2021,0.1881185351,12/31/2021,$46.42
971,Beets - Golden,12/16/2021,$50.34,Female,12/24/2021,0.1633301733,12/8/2021,$97.39
972,Truffle Cups Green,6/21/2022,$39.00,Genderfluid,6/29/2022,0.2268038563,3/11/2022,$20.60
973,Bread Ww Cluster,3/31/2022,$62.27,Female,10/26/2021,2.0938935644,11/6/2021,$58.02
974,"Basil - Primerba, Paste",4/29/2022,$5.58,Female,1/13/2022,0.3685328586,10/24/2021,$38.82
975,Lumpfish Black,3/16/2022,$24.52,Male,9/29/2021,1.1494690154,4/15/2022,$80.47
976,Tequila - Sauza Silver,5/14/2022,$14.48,Female,9/4/2021,0.3482078598,5/8/2022,$83.86
977,Wild Boar - Tenderloin,1/18/2022,$28.53,Male,11/25/2021,0.1289359117,1/9/2022,$5.90
978,"Mushroom - Chantrelle, Fresh",5/27/2022,$67.14,Female,2/24/2022,0.3691791095,10/3/2021,$98.68
979,Devonshire Cream,6/24/2022,$78.14,Male,7/6/2022,1.8170433248,9/16/2021,$15.74
980,Praline Paste,5/4/2022,$34.64,Female,3/27/2022,0.6362602053,8/6/2021,$24.59
981,Appetizer - Escargot Puff,11/17/2021,$12.34,Genderfluid,11/3/2021,2.1902269523,12/12/2021,$6.96
982,Pate Pans Yellow,4/2/2022,$24.35,Male,10/25/2021,0.4826325159,3/31/2022,$20.22
983,"Wine - Red, Lurton Merlot De",2/25/2022,$32.63,Female,11/24/2021,3.7889771878,3/29/2022,$90.29
984,Liqueur - Melon,12/2/2021,$60.62,Male,11/11/2021,2.2688645367,4/29/2022,$94.72
985,Bandage - Flexible Neon,5/19/2022,$18.41,Male,5/26/2022,1.2883255573,10/3/2021,$98.04
986,Flour - Teff,7/13/2022,$75.59,Male,4/17/2022,0.4592185596,8/20/2021,$98.44
987,"Beef - Roasted, Cooked",8/9/2021,$51.95,Female,2/6/2022,0.7659252772,10/22/2021,$9.92
988,"Crab - Dungeness, Whole, live",1/1/2022,$72.28,Male,10/23/2021,0.158494642,3/19/2022,$30.45
989,"Beef - Baby, Liver",9/10/2021,$90.56,Male,12/22/2021,0.6524628185,3/25/2022,$59.09
990,"Pasta - Cannelloni, Sheets, Fresh",10/3/2021,$69.30,Female,3/30/2022,0.2134078707,12/16/2021,$63.40
991,Wine - Black Tower Qr,10/23/2021,$5.08,Male,10/8/2021,0.1158497013,6/20/2022,$57.69
992,Oil - Safflower,11/7/2021,$15.35,Female,1/16/2022,0.4813052925,2/14/2022,$0.07
993,Ice Cream Bar - Rolo Cone,12/26/2021,$30.64,Polygender,4/22/2022,0.1792465716,12/18/2021,$90.19
994,Salami - Genova,9/13/2021,$89.26,Male,1/17/2022,0.2399711012,5/13/2022,$93.24
995,Lighter - Bbq,11/8/2021,$0.95,Polygender,8/14/2021,0.0238547795,7/29/2021,$45.66
